Orthogroup	111	GCF_017603965.1_ASM1760396v1_protein	GCF_022117535.1_ASM2211753v1_protein	GCF_900379835.1_GBBC_2088_protein	GCF_900380015.1_JVD-0051_protein	GCF_900380035.1_NCPPB_1822_protein	GCF_900380065.1_PD_2659_protein	GCF_900380085.1_PD_2662_protein	GCF_900380095.1_PD_2905_protein	GCF_900380115.1_PD_4314_protein	GCF_900380125.1_PD_3160_protein	GCF_900380135.1_PD_4932_protein	GCF_900380145.1_PD_4634_protein	GCF_900380235.1_PD_885_protein
OG0002674				WP_002811852.1	WP_002811852.1	WP_088061867.1	WP_002811852.1	WP_088061867.1	WP_002811852.1	WP_002811852.1	WP_002811852.1	WP_002811852.1	WP_002811852.1	WP_002811852.1
OG0002675				WP_002811911.1	WP_002811911.1	WP_002811911.1	WP_002811911.1	WP_002811911.1	WP_002811911.1	WP_002811911.1	WP_002811911.1	WP_002811911.1	WP_002811911.1	WP_002811911.1
OG0002676				WP_002811913.1	WP_002811913.1	WP_002811913.1	WP_002811913.1	WP_002811913.1	WP_002811913.1	WP_002811913.1	WP_002811913.1	WP_002811913.1	WP_002811913.1	WP_002811913.1
OG0002677				WP_002811922.1	WP_002811922.1	WP_002811922.1	WP_002811922.1	WP_002811922.1	WP_002811922.1	WP_002811922.1	WP_002811922.1	WP_002811922.1	WP_002811922.1	WP_002811922.1
OG0002678				WP_002811958.1	WP_108834974.1	WP_088061890.1	WP_002811958.1	WP_088061890.1	WP_108834974.1	WP_002811958.1	WP_002811958.1	WP_002811958.1	WP_002811958.1	WP_002811958.1
OG0002679				WP_002812005.1	WP_002812005.1	WP_159087648.1	WP_159087648.1	WP_159087648.1	WP_002812005.1	WP_002812005.1	WP_002812005.1	WP_002812005.1	WP_159087648.1	WP_159087648.1
OG0002680				WP_002812014.1	WP_002812014.1	WP_088056977.1	WP_088056977.1	WP_088056977.1	WP_159087729.1	WP_002812014.1	WP_159087729.1	WP_159087729.1	WP_088056977.1	WP_088056977.1
OG0002681				WP_002812393.1	WP_002812393.1	WP_002812393.1	WP_002812393.1	WP_002812393.1	WP_002812393.1	WP_002812393.1	WP_002812393.1	WP_002812393.1	WP_002812393.1	WP_002812393.1
OG0002682				WP_002812394.1	WP_002812394.1	WP_002812394.1	WP_002812394.1	WP_002812394.1	WP_002812394.1	WP_002812394.1	WP_002812394.1	WP_002812394.1	WP_002812394.1	WP_002812394.1
OG0002683				WP_002812489.1	WP_002812489.1	WP_002812489.1	WP_002812489.1	WP_002812489.1	WP_002812489.1	WP_002812489.1	WP_002812489.1	WP_002812489.1	WP_002812489.1	WP_002812489.1
OG0002684				WP_002812494.1	WP_002812494.1	WP_002812494.1	WP_002812494.1	WP_002812494.1	WP_002812494.1	WP_002812494.1	WP_002812494.1	WP_002812494.1	WP_002812494.1	WP_002812494.1
OG0002685				WP_002812636.1	WP_002812636.1	WP_002812636.1	WP_002812636.1	WP_002812636.1	WP_002812636.1	WP_002812636.1	WP_002812636.1	WP_002812636.1	WP_002812636.1	WP_002812636.1
OG0002686				WP_002812660.1	WP_002812660.1	WP_088061375.1	WP_002812660.1	WP_088061375.1	WP_002812660.1	WP_002812660.1	WP_002812660.1	WP_002812660.1	WP_002812660.1	WP_002812660.1
OG0002687				WP_002812662.1	WP_002812662.1	WP_088061374.1	WP_002812662.1	WP_088061374.1	WP_002812662.1	WP_002812662.1	WP_002812662.1	WP_002812662.1	WP_002812662.1	WP_002812662.1
OG0002688				WP_002812665.1	WP_108834694.1	WP_088061373.1	WP_002812665.1	WP_088061373.1	WP_002812665.1	WP_002812665.1	WP_002812665.1	WP_002812665.1	WP_002812665.1	WP_002812665.1
OG0002689				WP_002812667.1	WP_002812667.1	WP_002812667.1	WP_002812667.1	WP_002812667.1	WP_002812667.1	WP_002812667.1	WP_002812667.1	WP_002812667.1	WP_002812667.1	WP_002812667.1
OG0002690				WP_002812669.1	WP_002812669.1	WP_002812669.1	WP_002812669.1	WP_002812669.1	WP_002812669.1	WP_002812669.1	WP_002812669.1	WP_002812669.1	WP_002812669.1	WP_002812669.1
OG0002691				WP_002812671.1	WP_002812671.1	WP_088061372.1	WP_002812671.1	WP_088061372.1	WP_002812671.1	WP_002812671.1	WP_002812671.1	WP_002812671.1	WP_002812671.1	WP_002812671.1
OG0002692				WP_002812673.1	WP_002812673.1	WP_172402119.1	WP_002812673.1	WP_002812673.1	WP_172402119.1	WP_002812673.1	WP_172402119.1	WP_002812673.1	WP_002812673.1	WP_002812673.1
OG0002693				WP_002812675.1	WP_002812675.1	WP_088061371.1	WP_002812675.1	WP_088061371.1	WP_002812675.1	WP_002812675.1	WP_002812675.1	WP_002812675.1	WP_002812675.1	WP_002812675.1
OG0002694				WP_002812677.1	WP_108834696.1	WP_088061370.1	WP_002812677.1	WP_088061370.1	WP_108834696.1	WP_002812677.1	WP_002812677.1	WP_002812677.1	WP_002812677.1	WP_002812677.1
OG0002695				WP_002813436.1	WP_002813436.1	WP_002813436.1	WP_002813436.1	WP_002813436.1	WP_002813436.1	WP_002813436.1	WP_002813436.1	WP_002813436.1	WP_002813436.1	WP_159087654.1
OG0002696				WP_002813707.1	WP_002813707.1	WP_002813707.1	WP_002813707.1	WP_002813707.1	WP_002813707.1	WP_002813707.1	WP_002813707.1	WP_002813707.1	WP_002813707.1	WP_002813707.1
OG0002697				WP_002813842.1	WP_108835136.1	WP_088061481.1	WP_088057054.1	WP_088061481.1	WP_108835136.1	WP_002813842.1	WP_002813842.1	WP_002813842.1	WP_002813842.1	WP_088057054.1
OG0002698				WP_002813929.1	WP_002813929.1	WP_002813929.1	WP_002813929.1	WP_002813929.1	WP_002813929.1	WP_002813929.1	WP_002813929.1	WP_002813929.1	WP_002813929.1	WP_002813929.1
OG0002699				WP_002813999.1	WP_002813999.1	WP_002813999.1	WP_002813999.1	WP_002813999.1	WP_002813999.1	WP_002813999.1	WP_002813999.1	WP_002813999.1	WP_002813999.1	WP_002813999.1
OG0002700				WP_002814001.1	WP_002814001.1	WP_002814001.1	WP_002814001.1	WP_002814001.1	WP_002814001.1	WP_002814001.1	WP_002814001.1	WP_002814001.1	WP_002814001.1	WP_002814001.1
OG0002701				WP_002814002.1	WP_108834370.1	WP_088061048.1	WP_002814002.1	WP_088061048.1	WP_108834370.1	WP_002814002.1	WP_002814002.1	WP_002814002.1	WP_002814002.1	WP_002814002.1
OG0002702				WP_002814006.1	WP_002814006.1	WP_002814006.1	WP_002814006.1	WP_002814006.1	WP_002814006.1	WP_002814006.1	WP_002814006.1	WP_002814006.1	WP_002814006.1	WP_002814006.1
OG0002703				WP_002814008.1	WP_002814008.1	WP_088061047.1	WP_157276356.1	WP_159093796.1	WP_002814008.1	WP_002814008.1	WP_157276356.1	WP_157276356.1	WP_157276356.1	WP_157276356.1
OG0002704				WP_002814017.1	WP_002814017.1	WP_002814017.1	WP_002814017.1	WP_002814017.1	WP_002814017.1	WP_002814017.1	WP_002814017.1	WP_002814017.1	WP_002814017.1	WP_002814017.1
OG0002705				WP_002814019.1	WP_002814019.1	WP_088061046.1	WP_002814019.1	WP_088061046.1	WP_002814019.1	WP_002814019.1	WP_002814019.1	WP_002814019.1	WP_002814019.1	WP_002814019.1
OG0002706				WP_002814022.1	WP_002814022.1	WP_088061045.1	WP_002814022.1	WP_088061045.1	WP_002814022.1	WP_002814022.1	WP_002814022.1	WP_002814022.1	WP_002814022.1	WP_002814022.1
OG0002707				WP_002814026.1	WP_108834368.1	WP_088061043.1	WP_002814026.1	WP_088061043.1	WP_108834368.1	WP_002814026.1	WP_002814026.1	WP_002814026.1	WP_002814026.1	WP_002814026.1
OG0002708				WP_002814029.1	WP_002814029.1	WP_002814029.1	WP_002814029.1	WP_002814029.1	WP_002814029.1	WP_002814029.1	WP_002814029.1	WP_002814029.1	WP_002814029.1	WP_002814029.1
OG0002709				WP_002814284.1	WP_002814284.1	WP_088061783.1	WP_002814284.1	WP_088061783.1	WP_002814284.1	WP_002814284.1	WP_002814284.1	WP_002814284.1	WP_002814284.1	WP_002814284.1
OG0002710				WP_002814392.1	WP_002814392.1	WP_002814392.1	WP_002814392.1	WP_002814392.1	WP_002814392.1	WP_002814392.1	WP_002814392.1	WP_002814392.1	WP_002814392.1	WP_002814392.1
OG0002711				WP_002814398.1	WP_108834435.1	WP_088061135.1	WP_002814398.1	WP_088061135.1	WP_108834435.1	WP_002814398.1	WP_002814398.1	WP_002814398.1	WP_002814398.1	WP_002814398.1
OG0002712				WP_002814400.1	WP_199912896.1	WP_002814400.1	WP_002814400.1	WP_002814400.1	WP_199912896.1	WP_002814400.1	WP_002814400.1	WP_002814400.1	WP_002814400.1	WP_002814400.1
OG0002713				WP_002814443.1	WP_002814443.1	WP_088061621.1	WP_002814443.1	WP_088061621.1	WP_002814443.1	WP_002814443.1	WP_002814443.1	WP_002814443.1	WP_002814443.1	WP_002814443.1
OG0002714				WP_002814483.1	WP_108834524.1	WP_088057108.1	WP_088057108.1	WP_088057108.1	WP_108834524.1	WP_002814483.1	WP_002814483.1	WP_002814483.1	WP_088057108.1	WP_088057108.1
OG0002715				WP_002814490.1	WP_002814490.1	WP_002814490.1	WP_002814490.1	WP_002814490.1	WP_002814490.1	WP_002814490.1	WP_002814490.1	WP_002814490.1	WP_002814490.1	WP_002814490.1
OG0002716				WP_002814524.1	WP_002814524.1	WP_088061636.1	WP_002814524.1	WP_088061636.1	WP_002814524.1	WP_002814524.1	WP_002814524.1	WP_002814524.1	WP_002814524.1	WP_002814524.1
OG0002717				WP_029996253.1	WP_029996253.1	WP_029996253.1	WP_029996253.1	WP_029996253.1	WP_029996253.1	WP_029996253.1	WP_029996253.1	WP_029996253.1	WP_029996253.1	WP_029996253.1
OG0002718				WP_040761886.1	WP_040761886.1	WP_040761886.1	WP_040761886.1	WP_040761886.1	WP_040761886.1	WP_040761886.1	WP_040761886.1	WP_040761886.1	WP_040761886.1	WP_040761886.1
OG0002719				WP_040762016.1	WP_040762016.1	WP_040762016.1	WP_040762016.1	WP_040762016.1	WP_040762016.1	WP_040762016.1	WP_040762016.1	WP_040762016.1	WP_040762016.1	WP_040762016.1
OG0002720				WP_040762124.1	WP_040762124.1	WP_040762124.1	WP_040762124.1	WP_040762124.1	WP_040762124.1	WP_040762124.1	WP_040762124.1	WP_040762124.1	WP_040762124.1	WP_040762124.1
OG0002721				WP_040762404.1	WP_040762404.1	WP_088057008.1	WP_088057008.1	WP_088057008.1	WP_040762404.1	WP_040762404.1	WP_040762404.1	WP_040762404.1	WP_088057008.1	WP_088057008.1
OG0002722				WP_040762536.1	WP_040762536.1	WP_040762536.1	WP_002805840.1	WP_002805840.1	WP_002805840.1	WP_002805840.1	WP_002805840.1	WP_002805840.1	WP_040762536.1	WP_002805840.1
OG0002723				WP_040762555.1	WP_108834382.1	WP_088061066.1	WP_088056667.1	WP_088061066.1	WP_108834382.1	WP_040762555.1	WP_040762555.1	WP_040762555.1	WP_088056667.1	WP_088056667.1
OG0002724				WP_040762591.1	WP_231895682.1	WP_231895682.1	WP_040762591.1	WP_231895682.1	WP_231895682.1	WP_040762591.1	WP_040762591.1	WP_040762591.1	WP_040762591.1	WP_040762591.1
OG0002725				WP_040762592.1	WP_108834392.1	WP_108775406.1	WP_040762592.1	WP_108775406.1	WP_108834392.1	WP_040762592.1	WP_040762592.1	WP_040762592.1	WP_040762592.1	WP_040762592.1
OG0002726				WP_040762622.1	WP_231895647.1	WP_231895647.1	WP_040762622.1	WP_040762622.1	WP_231895647.1	WP_040762622.1	WP_040762622.1	WP_040762622.1	WP_040762622.1	WP_040762622.1
OG0002727				WP_040762678.1	WP_108834315.1	WP_040762678.1	WP_040762678.1	WP_040762678.1	WP_040762678.1	WP_040762678.1	WP_040762678.1	WP_040762678.1	WP_040762678.1	WP_040762678.1
OG0002728				WP_040762721.1	WP_040762721.1	WP_040762721.1	WP_040762721.1	WP_040762721.1	WP_040762721.1	WP_040762721.1	WP_040762721.1	WP_040762721.1	WP_040762721.1	WP_040762721.1
OG0002729				WP_040762783.1	WP_040762783.1	WP_040762783.1	WP_040762783.1	WP_040762783.1	WP_040762783.1	WP_040762783.1	WP_040762783.1	WP_040762783.1	WP_040762783.1	WP_040762783.1
OG0002730				WP_040762786.1	WP_040762786.1	WP_040762786.1	WP_040762786.1	WP_040762786.1	WP_040762786.1	WP_040762786.1	WP_040762786.1	WP_040762786.1	WP_040762786.1	WP_040762786.1
OG0002731				WP_040762869.1	WP_002811345.1	WP_002811345.1	WP_040762869.1	WP_040762869.1	WP_040762869.1	WP_040762869.1	WP_002811345.1	WP_002811345.1	WP_002811345.1	WP_002811345.1
OG0002732				WP_040762876.1	WP_040762876.1	WP_162597230.1	WP_172404515.1	WP_162597230.1	WP_040762876.1	WP_040762876.1	WP_040762876.1	WP_040762876.1	WP_172404515.1	WP_172404515.1
OG0002733				WP_040762922.1	WP_040762922.1	WP_040762922.1	WP_002812024.1	WP_002812024.1	WP_002812024.1	WP_002812024.1	WP_002812024.1	WP_002812024.1	WP_002812024.1	WP_002812024.1
OG0002734				WP_040762952.1	WP_040762952.1	WP_088061936.1	WP_040762952.1	WP_088061936.1	WP_040762952.1	WP_040762952.1	WP_040762952.1	WP_040762952.1	WP_040762952.1	WP_040762952.1
OG0002735				WP_040762997.1	WP_040762997.1	WP_040762997.1	WP_040762997.1	WP_040762997.1	WP_040762997.1	WP_040762997.1	WP_040762997.1	WP_040762997.1	WP_040762997.1	WP_040762997.1
OG0002736				WP_040762998.1	WP_040762998.1	WP_088061477.1	WP_040762998.1	WP_231895616.1	WP_040762998.1	WP_040762998.1	WP_040762998.1	WP_040762998.1	WP_040762998.1	WP_040762998.1
OG0002737				WP_052032096.1	WP_108835087.1	WP_088062261.1	WP_088057078.1	WP_088062261.1	WP_108835087.1	WP_052032096.1	WP_052032096.1	WP_052032096.1	WP_088057078.1	WP_088057078.1
OG0002738				WP_052032167.1	WP_052032167.1	WP_088061339.1	WP_052032167.1	WP_088061339.1	WP_052032167.1	WP_052032167.1	WP_052032167.1	WP_052032167.1	WP_052032167.1	WP_052032167.1
OG0002739				WP_065975254.1	WP_108834690.1	WP_088056849.1	WP_088056849.1	WP_088056849.1	WP_065975254.1	WP_065975254.1	WP_065975254.1	WP_065975254.1	WP_088056849.1	WP_088056849.1
OG0002740				WP_065975303.1	WP_065975303.1	WP_088062570.1	WP_065975303.1	WP_231895624.1	WP_065975303.1	WP_065975303.1	WP_065975303.1	WP_065975303.1	WP_002801804.1	WP_002801804.1
OG0002741				WP_065975361.1	WP_065975361.1	WP_065975361.1	WP_002808035.1	WP_002808035.1	WP_065975361.1	WP_065975361.1	WP_002808035.1	WP_002808035.1	WP_002808035.1	WP_002808035.1
OG0002742				WP_065975429.1	WP_065975429.1	WP_065975429.1	WP_065975429.1	WP_065975429.1	WP_065975429.1	WP_065975429.1	WP_065975429.1	WP_065975429.1	WP_065975429.1	WP_065975429.1
OG0002743				WP_065975484.1	WP_065975484.1	WP_088061592.1	WP_065975484.1	WP_088061592.1	WP_065975484.1	WP_065975484.1	WP_065975484.1	WP_065975484.1	WP_065975484.1	WP_065975484.1
OG0002744				WP_082244192.1	WP_108835094.1	WP_088062318.1	WP_082244192.1	WP_088062318.1	WP_108835094.1	WP_082244192.1	WP_082244192.1	WP_082244192.1	WP_082244192.1	WP_082244192.1
OG0002745				WP_082244258.1	WP_082244258.1	WP_088061096.1	WP_082244258.1	WP_088061096.1	WP_082244258.1	WP_082244258.1	WP_082244258.1	WP_082244258.1	WP_082244258.1	WP_082244258.1
OG0002746				WP_082244272.1	WP_082244272.1	WP_082244272.1	WP_082244272.1	WP_082244272.1	WP_082244272.1	WP_082244272.1	WP_082244272.1	WP_082244272.1	WP_082244272.1	WP_082244272.1
OG0002747				WP_082244289.1	WP_082244289.1	WP_082244289.1	WP_082244289.1	WP_082244289.1	WP_082244289.1	WP_082244289.1	WP_082244289.1	WP_082244289.1	WP_082244289.1	WP_082244289.1
OG0002748				WP_082244314.1	WP_082244314.1	WP_197685826.1	WP_088056979.1	WP_088056979.1	WP_065975090.1	WP_199913787.1	WP_082244314.1	WP_082244314.1	WP_088056979.1	WP_088056979.1
OG0002749				WP_083215080.1	WP_108835150.1	WP_234414884.1	WP_083215080.1	WP_234414884.1	WP_108884115.1	WP_108803384.1	WP_108840908.1	WP_108866182.1	WP_083215080.1	WP_083215080.1
OG0002750				WP_083215424.1	WP_002812015.1	WP_088056978.1	WP_088056978.1	WP_088056978.1	WP_002812015.1	WP_159087613.1	WP_002812015.1	WP_002812015.1	WP_088056978.1	WP_088056978.1
OG0002751				WP_087946413.1	WP_087946413.1	WP_087946413.1	WP_087946413.1	WP_087946413.1	WP_087946413.1	WP_087946413.1	WP_087946413.1	WP_087946413.1	WP_087946413.1	WP_087946413.1
OG0002752				WP_087946488.1	WP_087946488.1	WP_088061224.1	WP_087946488.1	WP_088061224.1	WP_087946488.1	WP_087946488.1	WP_087946488.1	WP_087946488.1	WP_087946488.1	WP_087946488.1
OG0002753				WP_088056908.1	WP_088056908.1	WP_088056908.1	WP_231895749.1	WP_088056908.1	WP_088056908.1	WP_088056908.1	WP_231895749.1	WP_088056908.1	WP_231895749.1	WP_231895749.1
OG0002754				WP_108776189.1	WP_108834277.1	WP_088060845.1	WP_108776189.1	WP_088060845.1	WP_108834277.1	WP_108772774.1	WP_108772774.1	WP_108772774.1	WP_088057087.1	WP_088057087.1
OG0002755				WP_108796754.1	WP_108834605.1	WP_088061308.1	WP_088056809.1	WP_088061308.1	WP_088056809.1	WP_040762345.1	WP_040762345.1	WP_040762345.1	WP_088056809.1	WP_088056809.1
OG0002756				WP_108796808.1	WP_231892696.1	WP_088062308.1	WP_231892696.1	WP_088062308.1	WP_231892696.1	WP_231892696.1	WP_231892696.1	WP_231892696.1	WP_231892696.1	WP_231892696.1
OG0002757				WP_108805796.1	WP_159087691.1	WP_159089636.1	WP_108805796.1	WP_209019681.1	WP_159088657.1	WP_159087632.1	WP_159087738.1	WP_159087681.1	WP_108805796.1	WP_159087681.1
OG0002758				WP_134656588.1	WP_134656588.1	WP_134656588.1	WP_134656588.1	WP_134656588.1	WP_134656588.1	WP_134656588.1	WP_134656588.1	WP_134656588.1	WP_134656588.1	WP_134656588.1
OG0002759				WP_134656592.1	WP_134656592.1	WP_134656592.1	WP_134656592.1	WP_134656592.1	WP_199913210.1	WP_134656592.1	WP_134656592.1	WP_134656592.1	WP_134656592.1	WP_134656592.1
OG0002760				WP_134656612.1	WP_134656612.1	WP_134656612.1	WP_134656612.1	WP_134656612.1	WP_134656612.1	WP_159087736.1	WP_134656612.1	WP_134656612.1	WP_134656612.1	WP_134656612.1
OG0002761				WP_145954034.1	WP_145954034.1	WP_134656636.1	WP_145954034.1	WP_134656636.1	WP_145954034.1	WP_145954034.1	WP_145954034.1	WP_145954034.1	WP_145954034.1	WP_145954034.1
OG0002762				WP_145954036.1	WP_145954110.1	WP_134656571.1	WP_145954110.1	WP_134656571.1	WP_145954110.1	WP_145954036.1	WP_145954036.1	WP_145954036.1	WP_145954110.1	WP_145954110.1
OG0002763				WP_145954042.1	WP_145954042.1	WP_134656629.1	WP_145954042.1	WP_134656629.1	WP_145954042.1	WP_145954042.1	WP_145954042.1	WP_145954042.1	WP_145954042.1	WP_145954042.1
OG0002764				WP_145954045.1	WP_145954045.1	WP_134656620.1	WP_157276337.1	WP_134656620.1	WP_145954045.1	WP_145954045.1	WP_145954045.1	WP_157276337.1	WP_157276337.1	WP_157276337.1
OG0002765				WP_145954046.1	WP_134656590.1	WP_134656590.1	WP_134656590.1	WP_134656590.1	WP_134656590.1	WP_145954046.1	WP_159088880.1	WP_145954046.1	WP_134656590.1	WP_134656590.1
OG0002766				WP_145954049.1	WP_159087703.1	WP_145953979.1	WP_145954049.1	WP_134656591.1	WP_159087703.1	WP_145954049.1	WP_159087732.1	WP_145954049.1	WP_145954049.1	WP_145954049.1
OG0002767				WP_145954054.1	WP_145954054.1	WP_088061278.1	WP_002810059.1	WP_088061278.1	WP_145954095.1	WP_145954095.1	WP_002810059.1	WP_002810059.1	WP_002810059.1	WP_145954095.1
OG0002768				WP_145954077.1	WP_159087716.1	WP_134656642.1	WP_145954077.1	WP_134656642.1	WP_159087716.1	WP_145954077.1	WP_145954077.1	WP_145954077.1	WP_145954077.1	WP_145954077.1
OG0002769				WP_145954098.1	WP_145954098.1	WP_065975202.1	WP_088061385.1	WP_088061385.1	WP_088061385.1	WP_088061385.1	WP_088061385.1	WP_088061385.1	WP_088061385.1	WP_065975202.1
OG0002770				WP_156775341.1	WP_156775341.1	WP_156775341.1	WP_156775341.1	WP_156775341.1	WP_156775341.1	WP_156775341.1	WP_156775341.1	WP_156775341.1	WP_156775341.1	WP_156775341.1
OG0002771				WP_156775343.1	WP_156775343.1	WP_156775343.1	WP_156775343.1	WP_156775343.1	WP_156775343.1	WP_156775343.1	WP_156775343.1	WP_156775343.1	WP_156775343.1	WP_156775343.1
OG0002772				WP_156775345.1	WP_156775345.1	WP_159089690.1	WP_156775345.1	WP_159089690.1	WP_156775345.1	WP_156775345.1	WP_156775345.1	WP_156775345.1	WP_156775345.1	WP_156775345.1
OG0002773				WP_156775346.1	WP_156775346.1	WP_159089688.1	WP_156775346.1	WP_159089688.1	WP_156775346.1	WP_156775346.1	WP_156775346.1	WP_156775346.1	WP_156775346.1	WP_156775346.1
OG0002774				WP_156775354.1	WP_068509611.1	WP_156775354.1	WP_156775354.1	WP_068509611.1	WP_156775354.1	WP_156775354.1	WP_068509611.1	WP_068509611.1	WP_068509611.1	WP_068509611.1
OG0002775				WP_156785387.1	WP_156785387.1	WP_156775361.1	WP_156785387.1	WP_156785387.1	WP_156785387.1	WP_156785387.1	WP_156785387.1	WP_156785387.1	WP_156785387.1	WP_156785387.1
OG0002776				WP_157276268.1	WP_157276268.1	WP_159089621.1	WP_159087661.1	WP_159089621.1	WP_157276268.1	WP_157276268.1	WP_157276268.1	WP_002802536.1	WP_159087661.1	WP_159087661.1
OG0002777				WP_157276271.1	WP_145954086.1	WP_162597090.1	WP_159088635.1	WP_134656609.1	WP_234418662.1	WP_159087624.1	WP_157276271.1	WP_157276271.1	WP_159088635.1	WP_145954086.1
OG0002778				WP_157276327.1	WP_159087644.1	WP_159087644.1	WP_159087644.1	WP_159087644.1	WP_159087644.1	WP_157276327.1	WP_157276327.1	WP_157276327.1	WP_159087644.1	WP_159087644.1
OG0002779				WP_157276335.1	WP_157276335.1	WP_157276335.1	WP_157276335.1	WP_157276335.1	WP_157276335.1	WP_157276335.1	WP_157276335.1	WP_157276335.1	WP_157276335.1	WP_157276335.1
OG0002780				WP_157276361.1	WP_157276361.1	WP_157276361.1	WP_157276361.1	WP_157276361.1	WP_157276361.1	WP_157276361.1	WP_157276361.1	WP_157276361.1	WP_157276361.1	WP_157276361.1
OG0002781				WP_159087629.1	WP_157276265.1	WP_159087629.1	WP_157276265.1	WP_159087629.1	WP_157276265.1	WP_157276265.1	WP_157276265.1	WP_159087629.1	WP_159087629.1	WP_159087629.1
OG0002782				WP_159087765.1	WP_159087722.1	WP_134656640.1	WP_159087673.1	WP_134656640.1	WP_159087722.1	WP_159087765.1	WP_159087765.1	WP_159087765.1	WP_159087673.1	WP_234409135.1
OG0002783				WP_167699511.1	WP_167699511.1	WP_167699511.1	WP_167699511.1	WP_167699511.1	WP_167699511.1	WP_167699511.1	WP_167699511.1	WP_167699511.1	WP_167699511.1	WP_167699511.1
OG0002784				WP_172402111.1	WP_172402111.1	WP_172402111.1	WP_006449057.1	WP_172402111.1	WP_172402111.1	WP_172402111.1	WP_172402111.1	WP_172402111.1	WP_006449057.1	WP_006449057.1
OG0002785				WP_172404502.1	WP_199912946.1	WP_172402142.1	WP_172402142.1	WP_172402142.1	WP_199912946.1	WP_172404502.1	WP_172404502.1	WP_172404502.1	WP_172402142.1	WP_172402142.1
OG0002786				WP_197493700.1	WP_197493700.1	WP_197493700.1	WP_197493700.1	WP_197493700.1	WP_197493700.1	WP_002802538.1	WP_197493700.1	WP_197493700.1	WP_197493700.1	WP_197493700.1
OG0002787				WP_197493701.1	WP_197493701.1	WP_197493701.1	WP_197493701.1	WP_197493701.1	WP_197493701.1	WP_197493701.1	WP_197493701.1	WP_197493701.1	WP_197493701.1	WP_197493701.1
OG0002788				WP_197493705.1	WP_197493705.1	WP_197493705.1	WP_002809613.1	WP_002809613.1	WP_002809613.1	WP_002809613.1	WP_002809613.1	WP_002809613.1	WP_002809613.1	WP_002809613.1
OG0002789				WP_231892658.1	WP_231892658.1	WP_231892658.1	WP_231892658.1	WP_231892658.1	WP_231892658.1	WP_231892658.1	WP_231892658.1	WP_231892658.1	WP_231892658.1	WP_231892658.1
OG0002790				WP_231892659.1	WP_108834729.1	WP_088061438.1	WP_088056875.1	WP_088061438.1	WP_108834729.1	WP_231892659.1	WP_231892659.1	WP_231892659.1	WP_088056875.1	WP_088056875.1
OG0002791				WP_231892661.1	WP_231892661.1	WP_088061499.1	WP_231895745.1	WP_088061499.1	WP_231892661.1	WP_231892661.1	WP_231892661.1	WP_231892661.1	WP_231895745.1	WP_231895745.1
OG0002792				WP_231892663.1	WP_234407838.1	WP_231895729.1	WP_002801745.1	WP_231895729.1	WP_002801745.1	WP_234407838.1	WP_002801745.1	WP_002801745.1	WP_002801745.1	WP_002801745.1
OG0002793				WP_231892665.1	WP_234408232.1	WP_231895625.1	WP_231892665.1	WP_088061520.1	WP_108834765.1	WP_002801821.1	WP_231892665.1	WP_231892665.1	WP_231892665.1	WP_231892665.1
OG0002794				WP_231892671.1	WP_234408205.1	WP_231895632.1	WP_231892671.1	WP_231895632.1	WP_234408205.1	WP_231892671.1	WP_231892671.1	WP_231892671.1	WP_231892671.1	WP_231892671.1
OG0002795				WP_231892673.1	WP_231892673.1	WP_231895633.1	WP_231892673.1	WP_234419747.1	WP_231892673.1	WP_231892673.1	WP_231892673.1	WP_231892673.1	WP_231892673.1	WP_231892673.1
OG0002796				WP_231892674.1	WP_231892674.1	WP_231892674.1	WP_231892674.1	WP_231892674.1	WP_231892674.1	WP_002814390.1	WP_234409123.1	WP_234409123.1	WP_002814390.1	WP_234409123.1
OG0002797				WP_231892679.1	WP_231892679.1	WP_088061044.1	WP_231892679.1	WP_088061044.1	WP_040763015.1	WP_231892679.1	WP_231892679.1	WP_040763015.1	WP_231892679.1	WP_231892679.1
OG0002798				WP_231892684.1	WP_231892684.1	WP_231892684.1	WP_234407964.1	WP_234410108.1	WP_231892684.1	WP_234407964.1	WP_234410108.1	WP_234410108.1	WP_231892684.1	WP_231892684.1
OG0002799				WP_231892688.1	WP_231892688.1	WP_231895646.1	WP_231892688.1	WP_231895646.1	WP_231892688.1	WP_231892688.1	WP_231892688.1	WP_231892688.1	WP_231892688.1	WP_231892688.1
OG0002800				WP_231892699.1	WP_231892699.1	WP_231895658.1	WP_231892699.1	WP_231895658.1	WP_231892699.1	WP_231892699.1	WP_231892699.1	WP_231892699.1	WP_231892699.1	WP_231892699.1
OG0002801				WP_231892715.1	WP_234408248.1	WP_231892715.1	WP_231892715.1	WP_231892715.1	WP_234408248.1	WP_231892715.1	WP_231892715.1	WP_231892715.1	WP_231892715.1	WP_231892715.1
OG0002802				WP_231892738.1	WP_231892738.1	WP_231892738.1	WP_231892738.1	WP_231892738.1	WP_231892738.1	WP_231892738.1	WP_231892738.1	WP_231892738.1	WP_231892738.1	WP_002805744.1
OG0002803				WP_231892746.1	WP_231892746.1	WP_231895735.1	WP_231892746.1	WP_231895735.1	WP_231892746.1	WP_231892746.1	WP_231892746.1	WP_231892746.1	WP_231892746.1	WP_231892746.1
